,TransactionNo,BranchID,ReservationDate,FinancingType,ClientID,SourceofSale,StatusCode,UnitCode,LotPrice,Vat,GrossLotPrice,SalesDisc,NetLotPrice,Misc,TCP,"INSERT INTO ReservationHDR (
    TransactionNo, BranchID, ReservationDate, FinTypeCode, ClientID,
    SourceCode, StatusCode, UnitCode, LotPrice, Vat, GrossLotPrice,
    SalesDisc, NetLotPrice, Misc, TCP
) VALUES ("
,021-2024-RS-000494,21,6/15/2024 16:21,INH,967797,AGT,13,KLM-1-20-J,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000495,21,6/15/2024 16:28,INH,967797,AGT,13,KLM-1-20-I,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000496,21,6/15/2024 16:36,INH,967797,AGT,13,KLM-1-20-H,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000497,21,6/15/2024 16:51,INH,967797,AGT,13,KLM-1-20-G,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000498,21,6/15/2024 17:00,INH,967797,AGT,13,KLM-1-20-F,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000499,21,6/15/2024 17:05,INH,967797,AGT,13,KLM-1-19-J,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000500,21,6/15/2024 17:09,INH,967797,AGT,13,KLM-1-19-I,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000501,21,6/15/2024 17:14,INH,967797,AGT,13,KLM-1-19-N,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000502,21,6/15/2024 17:19,INH,968028,AGT,13,KLM-1-16-A,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000503,21,6/15/2024 17:23,INH,968028,AGT,13,KLM-1-16-B,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000504,21,6/15/2024 17:25,INH,968028,AGT,13,KLM-1-16-C,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000505,21,6/15/2024 17:28,INH,968028,AGT,13,KLM-1-16-D,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000506,21,6/15/2024 17:30,INH,968028,AGT,13,KLM-1-16-E,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000507,21,6/15/2024 17:33,INH,968028,AGT,13,KLM-1-16-F,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000508,21,6/15/2024 17:36,INH,968028,AGT,13,KLM-1-16-G,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000509,21,6/15/2024 17:38,INH,968028,AGT,13,KLM-1-16-H,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000510,21,6/15/2024 17:40,INH,968028,AGT,13,KLM-1-16-I,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000511,21,6/15/2024 17:42,INH,968028,AGT,13,KLM-1-16-J,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,018-2024-RS-000464,18,6/17/2024 11:20,DEF,968102,AGT,13,HIJ-18-19-H,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000465,18,6/17/2024 11:37,DEF,968107,AGT,13,HIJ-18-19-G,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,014-2024-RS-000418,14,6/19/2024 15:38,INH,968056,AGT,13,EFG-19-6-P,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,012-2024-RS-000106,12,6/20/2024 12:22,DEF,968064,AGT,13,ABC-8-33-M,80357.14,9642.86,90000.00,0.00,90000.00,30000.00,120000.00,
,014-2024-RS-000419,14,6/20/2024 12:32,INH,968065,AGT,13,EFG-19-19-Q,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,012-2024-RS-000107,12,6/20/2024 12:40,DEF,968064,AGT,13,ABC-8-33-L,80357.14,9642.86,90000.00,0.00,90000.00,30000.00,120000.00,
,012-2024-RS-000108,12,6/20/2024 14:00,DEF,968067,AGT,13,ABC-8-33-K,80357.14,9642.86,90000.00,0.00,90000.00,30000.00,120000.00,
,012-2024-RS-000109,12,6/21/2024 9:53,DEF,968072,AGT,13,ABC-19-14-P,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,012-2024-RS-000110,12,6/21/2024 9:55,INH,968071,OFCEMP,13,ABC-19-14-Q,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,018-2024-RS-000477,18,6/22/2024 8:02,INH,968097,AGT,13,HIJ-18-20-N,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,014-2024-RS-000420,14,6/22/2024 11:27,INH,968084,AGT,13,EFG-6-46-A,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,018-2024-RS-000482,18,6/22/2024 11:44,INH,962763,AGT,13,HIJ-18-20-M,71651.79,8598.21,80250.00,1605.00,78645.00,26750.00,105395.00,
,021-2024-RS-000512,21,6/22/2024 13:13,DEF,968090,AGT,13,KLM-2-54-A,81696.43,9803.57,91500.00,9150.00,82350.00,30500.00,112850.00,
,021-2024-RS-000513,21,6/22/2024 13:42,DEF,968090,AGT,13,KLM-2-54-B,81696.43,9803.57,91500.00,9150.00,82350.00,30500.00,112850.00,
,021-2024-RS-000514,21,6/22/2024 13:47,DEF,968090,AGT,13,KLM-2-54-C,81696.43,9803.57,91500.00,9150.00,82350.00,30500.00,112850.00,
,021-2024-RS-000515,21,6/22/2024 13:53,DEF,968090,AGT,13,KLM-2-43-C,81696.43,9803.57,91500.00,9150.00,82350.00,30500.00,112850.00,
,021-2024-RS-000516,21,6/22/2024 14:00,DEF,968090,AGT,13,KLM-2-30-A,81696.43,9803.57,91500.00,9150.00,82350.00,30500.00,112850.00,
,021-2024-RS-000517,21,6/22/2024 14:06,DEF,968090,AGT,13,KLM-2-30-B,81696.43,9803.57,91500.00,9150.00,82350.00,30500.00,112850.00,
,021-2024-RS-000518,21,6/22/2024 14:08,DEF,968090,AGT,13,KLM-2-30-C,81696.43,9803.57,91500.00,9150.00,82350.00,30500.00,112850.00,
,021-2024-RS-000519,21,6/22/2024 14:14,DEF,968090,AGT,13,KLM-2-29-A,81696.43,9803.57,91500.00,9150.00,82350.00,30500.00,112850.00,
,021-2024-RS-000520,21,6/22/2024 14:16,DEF,968090,AGT,13,KLM-2-29-B,81696.43,9803.57,91500.00,9150.00,82350.00,30500.00,112850.00,
,021-2024-RS-000521,21,6/22/2024 14:20,DEF,968090,AGT,13,KLM-2-29-C,81696.43,9803.57,91500.00,9150.00,82350.00,30500.00,112850.00,
,018-2024-RS-000472,18,6/22/2024 16:14,INH,968188,AGT,13,HIJ-18-22-K,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000476,18,6/22/2024 16:50,INH,968097,AGT,13,HIJ-18-20-O,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,014-2024-RS-000421,14,6/24/2024 15:00,INH,968117,AGT,13,EFG-19-6-F,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,014-2024-RS-000424,14,6/25/2024 9:36,INH,968136,AGT,13,EFG-5C-5-C,1443750,173250,1617000.00,0.00,1617000.00,483000.00,2100000.00,
,014-2024-RS-000423,14,6/25/2024 10:20,DEF,968130,AGT,13,EFG-19-33-S,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,012-2024-RS-000111,12,6/25/2024 12:18,INH,968144,OFCEMP,13,ABC-18-3-T,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,021-2024-RS-000522,21,6/25/2024 14:18,INH,968147,AGT,13,KLM-1-16-K,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000523,21,6/25/2024 14:53,INH,968147,AGT,13,KLM-1-16-L,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000524,21,6/25/2024 14:58,INH,968147,AGT,13,KLM-1-23-D,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000525,21,6/25/2024 15:03,INH,968147,AGT,13,KLM-1-23-C,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000526,21,6/25/2024 15:18,INH,968147,AGT,13,KLM-1-23-B,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000527,21,6/25/2024 15:55,INH,968147,AGT,13,KLM-1-23-A,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000528,21,6/25/2024 16:07,INH,968147,AGT,13,KLM-1-22-E,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000529,21,6/25/2024 16:16,INH,968147,AGT,13,KLM-1-22-D,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000530,21,6/25/2024 16:21,INH,968147,AGT,13,KLM-1-22-C,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000531,21,6/25/2024 16:24,INH,968147,AGT,13,KLM-1-22-B,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,014-2024-RS-000425,14,6/26/2024 12:36,INH,968175,AGT,13,EFG-6-29-T,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,012-2024-RS-000112,12,6/26/2024 15:02,INH,968185,AGT,13,ABC-25-36-O,62276.79,7473.21,69750.00,0.00,69750.00,23250.00,93000.00,
,012-2024-RS-000113,12,6/26/2024 18:09,INH,968179,AGT,13,ABC-37-6-A,937500,112500,1050000.00,21000.00,1029000.00,350000.00,1379000.00,
,014-2024-RS-000427,14,6/27/2024 10:29,INH,968199,OFCEMP,13,EFG-19-19-R,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,012-2024-RS-000114,12,6/27/2024 10:44,INH,968200,AGT,13,ABC-5-20-E,63616.07,7633.93,71250.00,0.00,71250.00,23750.00,95000.00,
,021-2024-RS-000532,21,6/27/2024 13:03,INH,964213,AGT,13,KLM-5-19-I,66294.64,7955.36,74250.00,0.00,74250.00,24750.00,99000.00,
,021-2024-RS-000534,21,6/27/2024 14:18,INH,964213,AGT,13,KLM-2-B-1-T,32142.86,3857.14,36000.00,0.00,36000.00,12000.00,48000.00,
,014-2024-RS-000428,14,6/28/2024 12:12,DEF,968225,OFCEMP,13,EFG-6-5-N,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,014-2024-RS-000429,14,6/28/2024 12:20,INH,968225,OFCEMP,13,EFG-6-5-O,106562.5,12787.5,119350.00,3580.50,115769.50,35650.00,151419.50,
,014-2024-RS-000430,14,6/28/2024 12:27,INH,968225,OFCEMP,13,EFG-6-5-S,106562.5,12787.5,119350.00,3580.50,115769.50,35650.00,151419.50,
,014-2024-RS-000431,14,6/28/2024 12:31,INH,968225,OFCEMP,13,EFG-6-5-T,106562.5,12787.5,119350.00,3580.50,115769.50,35650.00,151419.50,
,018-2024-RS-000486,18,6/28/2024 15:45,INH,968243,AGT,13,HIJ-11-16-G,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000487,18,6/28/2024 15:58,DEF,968247,AGT,13,HIJ-11-16-L,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000490,18,6/28/2024 18:30,INH,968251,AGT,13,HIJ-20-25-K,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,018-2024-RS-000489,18,6/28/2024 18:39,INH,968252,AGT,13,HIJ-20-25-N,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,018-2024-RS-000491,18,6/28/2024 18:54,INH,968252,AGT,13,HIJ-20-25-M,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,018-2024-RS-000492,18,6/28/2024 19:01,INH,968253,AGT,13,HIJ-20-25-O,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,018-2024-RS-000493,18,6/28/2024 19:01,INH,968251,AGT,13,HIJ-20-25-L,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,018-2024-RS-000494,18,6/28/2024 19:09,INH,968253,AGT,13,HIJ-20-26-K,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,018-2024-RS-000495,18,6/28/2024 19:10,INH,962820,AGT,13,HIJ-20-1-E,84375,10125,94500.00,1890.00,92610.00,31500.00,124110.00,
,012-2024-RS-000122,12,6/29/2024 12:23,DEF,968296,AGT,13,ABC-23-18-Q,65625,7875,73500.00,2205.00,71295.00,24500.00,95795.00,
,012-2024-RS-000123,12,6/29/2024 12:30,DEF,968296,AGT,13,ABC-23-18-R,65625,7875,73500.00,2205.00,71295.00,24500.00,95795.00,
,014-2024-RS-000432,14,6/29/2024 14:53,INH,968282,AGT,13,EFG-19-6-L,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,018-2024-RS-000496,18,6/29/2024 16:01,DEF,965652,AGT,13,HIJ-16B-5-E,40848.21,4901.79,45750.00,915.00,44835.00,15250.00,60085.00,
,012-2024-RS-000115,12,6/29/2024 16:22,INH,79291,AGT,13,ABC-35-15-V,60267.86,7232.14,67500.00,0.00,67500.00,22500.00,90000.00,
,018-2024-RS-000499,18,6/29/2024 16:31,INH,968108,AGT,13,HIJ-18-21-O,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000500,18,6/29/2024 16:35,INH,968109,AGT,13,HIJ-18-21-N,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,018-2024-RS-000501,18,6/29/2024 17:14,INH,22137,AGT,13,HIJ-16B-1-T,40848.21,4901.79,45750.00,0.00,45750.00,15250.00,61000.00,
,012-2024-RS-000116,12,6/29/2024 17:15,INH,79291,AGT,13,ABC-35-15-W,60267.86,7232.14,67500.00,0.00,67500.00,22500.00,90000.00,
,018-2024-RS-000503,18,6/29/2024 17:35,INH,968099,AGT,13,HIJ-20-12-D,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,018-2024-RS-000504,18,6/29/2024 17:38,INH,968099,AGT,13,HIJ-20-12-I,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,012-2024-RS-000117,12,6/29/2024 17:38,INH,62303,AGT,13,ABC-14-5-P,63616.07,7633.93,71250.00,2137.50,69112.50,23750.00,92862.50,
,018-2024-RS-000505,18,6/29/2024 17:40,INH,968099,AGT,13,HIJ-20-12-N,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,018-2024-RS-000506,18,6/29/2024 17:51,INH,968100,AGT,13,HIJ-20-24-O,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,018-2024-RS-000507,18,6/29/2024 17:59,INH,968184,AGT,13,HIJ-20-26-M,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,018-2024-RS-000508,18,6/29/2024 18:04,INH,968186,AGT,13,HIJ-20-26-N,77008.93,9241.07,86250.00,0.00,86250.00,28750.00,115000.00,
,021-2024-RS-000536,21,6/29/2024 18:07,INH,968294,AGT,13,KLM-13-3-M,66294.64,7955.36,74250.00,0.00,74250.00,24750.00,99000.00,
,018-2024-RS-000509,18,6/29/2024 18:18,INH,968104,AGT,13,HIJ-16-13-B,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,012-2024-RS-000118,12,6/29/2024 19:06,INH,62303,AGT,13,ABC-14-5-Q,63616.07,7633.93,71250.00,2137.50,69112.50,23750.00,92862.50,
,012-2024-RS-000119,12,6/29/2024 19:20,INH,968285,AGT,13,ABC-23-15-E,60267.86,7232.14,67500.00,0.00,67500.00,22500.00,90000.00,
,012-2024-RS-000120,12,6/29/2024 19:37,INH,968287,AGT,13,ABC-23-15-D,60267.86,7232.14,67500.00,0.00,67500.00,22500.00,90000.00,
,012-2024-RS-000121,12,6/29/2024 22:17,DEF,968296,OFCEMP,13,ABC-23-18-K,65625,7875,73500.00,2205.00,71295.00,24500.00,95795.00,
,021-2024-RS-000538,21,6/30/2024 10:43,INH,954511,AGT,13,KLM-1-3-B,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,018-2024-RS-000511,18,6/30/2024 11:19,INH,961439,AGT,13,HIJ-20-9-D,84375,10125,94500.00,1890.00,92610.00,31500.00,124110.00,
,014-2024-RS-000454,14,6/30/2024 11:24,INH,968379,AGT,13,EFG-1-13-U,110000,13200,123200.00,0.00,123200.00,36800.00,160000.00,
,021-2024-RS-000539,21,6/30/2024 11:38,INH,954511,AGT,13,KLM-1-3-A,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,012-2024-RS-000142,12,6/30/2024 11:49,DEF,968296,AGT,13,ABC-23-18-L,65625,7875,73500.00,2205.00,71295.00,24500.00,95795.00,
,021-2024-RS-000540,21,6/30/2024 11:52,INH,954511,AGT,13,KLM-1-3-F,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000541,21,6/30/2024 11:55,INH,954511,AGT,13,KLM-1-3-K,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,014-2024-RS-000455,14,6/30/2024 11:59,INH,968400,AGT,13,EFG-2-15-K,120312.5,14437.5,134750.00,0.00,134750.00,40250.00,175000.00,
,021-2024-RS-000542,21,6/30/2024 11:59,INH,954511,AGT,13,KLM-1-10-A,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000543,21,6/30/2024 12:05,INH,954511,AGT,13,KLM-1-10-F,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000544,21,6/30/2024 12:10,INH,954511,AGT,13,KLM-1-10-K,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000545,21,6/30/2024 12:12,INH,954511,AGT,13,KLM-1-17-A,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,018-2024-RS-000512,18,6/30/2024 12:21,INH,962820,AGT,13,HIJ-20-1-D,84375,10125,94500.00,2835.00,91665.00,31500.00,123165.00,
,021-2024-RS-000546,21,6/30/2024 13:03,INH,954511,AGT,13,KLM-1-17-F,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,021-2024-RS-000547,21,6/30/2024 13:07,INH,954511,AGT,13,KLM-1-17-K,87053.57,10446.43,97500.00,9750.00,87750.00,32500.00,120250.00,
,018-2024-RS-000519,18,6/30/2024 14:39,INH,90964,AGT,13,HIJ-16-23-M,84375,10125,94500.00,0.00,94500.00,31500.00,126000.00,
,012-2024-RS-000130,12,6/30/2024 15:11,INH,904129,AGT,13,ABC-18-19-S,63616.07,7633.93,71250.00,2137.50,69112.50,23750.00,92862.50,
,012-2024-RS-000129,12,6/30/2024 15:12,INH,904129,AGT,13,ABC-18-19-R,63616.07,7633.93,71250.00,2137.50,69112.50,23750.00,92862.50,
,021-2024-RS-000548,21,6/30/2024 15:13,INH,949742,OFCEMP,13,KLM-13-5-J,70312.5,8437.5,78750.00,0.00,78750.00,26250.00,105000.00,
,021-2024-RS-000549,21,6/30/2024 15:19,INH,968411,AGT,13,KLM-8-23-R,70312.5,8437.5,78750.00,0.00,78750.00,26250.00,105000.00,
,012-2024-RS-000131,12,6/30/2024 15:28,INH,904129,AGT,13,ABC-18-19-T,63616.07,7633.93,71250.00,2137.50,69112.50,23750.00,92862.50,
,018-2024-RS-000522,18,6/30/2024 15:49,INH,968413,AGT,13,HIJ-18-1-F,84375,10125,94500.00,0.00,94500.00,31500.00,126000.00,
,021-2024-RS-000551,21,6/30/2024 16:27,INH,968418,AGT,13,KLM-8-20-F,66294.64,7955.36,74250.00,0.00,74250.00,24750.00,99000.00,
,014-2024-RS-000438,14,6/30/2024 16:31,INH,968353,AGT,13,EFG-3-16-B,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,012-2024-RS-000126,12,6/30/2024 16:37,INH,61888,AGT,13,ABC-14-5-M,63616.07,7633.93,71250.00,2137.50,69112.50,23750.00,92862.50,
,014-2024-RS-000439,14,6/30/2024 16:45,INH,968354,AGT,13,EFG-1-24-V,110000,13200,123200.00,0.00,123200.00,36800.00,160000.00,
,014-2024-RS-000441,14,6/30/2024 17:07,INH,968356,AGT,13,EFG-1-24-U,110000,13200,123200.00,0.00,123200.00,36800.00,160000.00,
,014-2024-RS-000456,14,6/30/2024 17:10,INH,968424,AGT,13,EFG-2-6-H,113437.5,13612.5,127050.00,0.00,127050.00,37950.00,165000.00,
,018-2024-RS-000513,18,6/30/2024 17:17,INH,968357,AGT,13,HIJ-16-4-N,71651.79,8598.21,80250.00,0.00,80250.00,26750.00,107000.00,
,014-2024-RS-000443,14,6/30/2024 17:21,INH,968355,AGT,13,EFG-2-3-M,106562.5,12787.5,119350.00,2387.00,116963.00,35650.00,152613.00,
,014-2024-RS-000444,14,6/30/2024 17:26,INH,968355,AGT,13,EFG-1-21-U,110000,13200,123200.00,2464.00,120736.00,36800.00,157536.00,
,018-2024-RS-000514,18,6/30/2024 17:30,INH,968363,OFCEMP,13,HIJ-11-18-B,71651.79,8598.21,80250.00,8025.00,72225.00,26750.00,98975.00,
,018-2024-RS-000515,18,6/30/2024 17:30,INH,968324,AGT,13,HIJ-27-34-J,84375,10125,94500.00,0.00,94500.00,31500.00,126000.00,
,012-2024-RS-000127,12,6/30/2024 17:53,INH,79397,OFCEMP,13,ABC-31-15-O,60267.86,7232.14,67500.00,2025.00,65475.00,22500.00,87975.00,
,014-2024-RS-000457,14,6/30/2024 17:59,DEF,968427,AGT,13,EFG-2-3-O,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,018-2024-RS-000518,18,6/30/2024 18:02,DEF,936070,AGT,13,HIJ-30-2-E,84375,10125,94500.00,0.00,94500.00,31500.00,126000.00,
,014-2024-RS-000445,14,6/30/2024 18:02,INH,968340,AGT,13,EFG-1-20-K,110000,13200,123200.00,0.00,123200.00,36800.00,160000.00,
,014-2024-RS-000446,14,6/30/2024 18:17,INH,968339,AGT,13,EFG-1-8-D,137500,16500,154000.00,3080.00,150920.00,46000.00,196920.00,
,014-2024-RS-000447,14,6/30/2024 18:35,INH,968373,AGT,13,EFG-1-8-Y,110000,13200,123200.00,0.00,123200.00,36800.00,160000.00,
,014-2024-RS-000448,14,6/30/2024 18:38,INH,968339,AGT,13,EFG-1-8-E,137500,16500,154000.00,3080.00,150920.00,46000.00,196920.00,
,014-2024-RS-000449,14,6/30/2024 18:49,INH,968375,AGT,13,EFG-1-11-Y,110000,13200,123200.00,0.00,123200.00,36800.00,160000.00,
,014-2024-RS-000450,14,6/30/2024 18:52,INH,95897,AGT,13,EFG-1-13-N,110000,13200,123200.00,0.00,123200.00,36800.00,160000.00,
,014-2024-RS-000452,14,6/30/2024 19:21,INH,968380,AGT,13,EFG-1-14-U,110000,13200,123200.00,0.00,123200.00,36800.00,160000.00,
,014-2024-RS-000453,14,6/30/2024 19:27,INH,968381,AGT,13,EFG-1-15-E,137500,16500,154000.00,0.00,154000.00,46000.00,200000.00,
,014-2024-RS-000459,14,7/10/2024 14:42,INH,968514,AGT,13,EFG-19-16-H,120312.5,14437.5,134750.00,0.00,134750.00,40250.00,175000.00,
,014-2024-RS-000460,14,7/10/2024 15:47,INH,968495,AGT,13,EFG-2-14-R,113437.5,13612.5,127050.00,0.00,127050.00,37950.00,165000.00,
,014-2024-RS-000461,14,7/10/2024 15:57,INH,968494,AGT,13,EFG-2-15-L,120312.5,14437.5,134750.00,0.00,134750.00,40250.00,175000.00,
,012-2024-RS-000143,12,7/13/2024 10:34,INH,901150,AGT,13,ABC-23-12-T,80357.14,9642.86,90000.00,0.00,90000.00,30000.00,120000.00,
,014-2024-RS-000462,14,7/13/2024 10:37,INH,968530,AGT,13,EFG-6-22-L,106562.5,12787.5,119350.00,8354.50,110995.50,35650.00,146645.50,
,014-2024-RS-000463,14,7/13/2024 11:00,INH,968530,AGT,13,EFG-6-22-M,106562.5,12787.5,119350.00,8354.50,110995.50,35650.00,146645.50,
,014-2024-RS-000464,14,7/13/2024 11:07,INH,968530,AGT,13,EFG-6-22-A,106562.5,12787.5,119350.00,8354.50,110995.50,35650.00,146645.50,
,014-2024-RS-000465,14,7/13/2024 11:11,INH,968530,AGT,13,EFG-6-22-B,106562.5,12787.5,119350.00,8354.50,110995.50,35650.00,146645.50,
,014-2024-RS-000466,14,7/13/2024 11:15,INH,968530,AGT,13,EFG-6-22-F,106562.5,12787.5,119350.00,8354.50,110995.50,35650.00,146645.50,
,014-2024-RS-000467,14,7/13/2024 11:18,INH,968530,AGT,13,EFG-6-22-G,106562.5,12787.5,119350.00,8354.50,110995.50,35650.00,146645.50,
,014-2024-RS-000468,14,7/13/2024 11:21,INH,968530,AGT,13,EFG-6-22-K,106562.5,12787.5,119350.00,8354.50,110995.50,35650.00,146645.50,
,014-2024-RS-000472,14,7/13/2024 17:23,INH,968541,AGT,13,EFG-19-42-M,113437.5,13612.5,127050.00,3811.50,123238.50,37950.00,161188.50,
,014-2024-RS-000473,14,7/13/2024 17:32,INH,968541,AGT,13,EFG-19-42-L,113437.5,13612.5,127050.00,3811.50,123238.50,37950.00,161188.50,
,014-2024-RS-000474,14,7/13/2024 17:35,INH,968541,AGT,13,EFG-19-42-K,113437.5,13612.5,127050.00,3811.50,123238.50,37950.00,161188.50,
,014-2024-RS-000475,14,7/13/2024 17:42,DEF,968542,AGT,13,EFG-6-21-F,106562.5,12787.5,119350.00,3580.50,115769.50,35650.00,151419.50,
,014-2024-RS-000477,14,7/13/2024 17:48,INH,968543,AGT,13,EFG-19-43-K,113437.5,13612.5,127050.00,3811.50,123238.50,37950.00,161188.50,
,014-2024-RS-000476,14,7/13/2024 17:49,DEF,968542,AGT,13,EFG-6-21-G,106562.5,12787.5,119350.00,3580.50,115769.50,35650.00,151419.50,
,014-2024-RS-000478,14,7/13/2024 17:52,DEF,968542,AGT,13,EFG-6-21-H,106562.5,12787.5,119350.00,3580.50,115769.50,35650.00,151419.50,
,014-2024-RS-000479,14,7/13/2024 17:55,INH,968543,AGT,13,EFG-19-43-L,113437.5,13612.5,127050.00,3811.50,123238.50,37950.00,161188.50,
,014-2024-RS-000481,14,7/13/2024 18:01,INH,968543,AGT,13,EFG-19-42-O,113437.5,13612.5,127050.00,3811.50,123238.50,37950.00,161188.50,
,014-2024-RS-000480,14,7/13/2024 18:02,DEF,968544,AGT,13,EFG-6-21-I,106562.5,12787.5,119350.00,0.00,119350.00,35650.00,155000.00,
,021-2024-RS-000557,21,7/15/2024 15:16,INH,968556,AGT,13,KLM-5-21-D,66294.64,7955.36,74250.00,0.00,74250.00,24750.00,99000.00,
,014-2024-RS-000483,14,7/15/2024 16:07,INH,968557,AGT,13,EFG-5C-5-H,1443750,173250,1617000.00,0.00,1617000.00,483000.00,2100000.00,
,021-2024-RS-000558,21,7/15/2024 16:26,INH,968561,AGT,13,KLM-5-5-K,66294.64,7955.36,74250.00,0.00,74250.00,24750.00,99000.00,
